0;-545557.406099;-1121431.41265999
1;-540692.120996;-1103656.46840999
2;-555522.052667999;-1101446.09843
3;-496807.749988;-1088091.83909999
4;-476189.408048;-1094079.61428
5;-535278.468094;-1137215.02789
6;-515015.442945;-1128399.99505
7;-563571.997541;-1076952.14654
8;-728219.30958;-1078577.75129
9;-715215.598049;-1089853.88379999
10;-769197.624985;-1052603.09064999
11;-763837.385874;-1033207.11245999
12;-764272.949799;-1023345.23878999
13;-688128.099923999;-1056891.20231
14;-683765.149277999;-1066528.58247
15;-676104.772536;-1070863.69262
16;-733954.86739;-1012639.55827
17;-749308.412368;-1025278.54050999
18;-734791.92157;-1025106.13658
19;-703961.131488;-1011547.09981
20;-541725.902369;-1052781.75821999
21;-697603.555566999;-1038164.84488999
22;-708230.694081999;-1031239.86447999
23;-692711.705896;-1043584.35262
24;-724532.190473999;-1033961.30402
25;-717626.558385999;-1038429.97764
26;-727550.735785;-1056265.93769
27;-779366.587984999;-1084087.86694999
28;-572529.416239;-1086457.8777
29;-494832.301812999;-1153752.854
30;-791856.785621999;-1034140.47042999
31;-755321.419461;-1165562.05224
32;-483316.65986;-1141405.57348
33;-496285.298945999;-1140647.90052999
34;-769983.338009999;-1182359.38659
35;-715665.258594;-1151279.35057
36;-694813.454693999;-1124180.80055999
37;-685194.738990999;-1112903.34761
38;-772853.303569999;-1128306.95017
39;-790263.191573;-1158116.08898
40;-792112.803401999;-1128963.52071999
41;-734057.498921;-1119372.93938
42;-860207.13826;-1098756.80166999
43;-887619.494824999;-1022985.86045
44;-895580.950059;-1004907.72901
45;-866610.941100999;-1036082.71918
46;-739951.993507;-1045726.52821999
47;-822858.665095999;-1070449.18426
48;-760899.195488999;-976367.052703
49;-473416.261574;-1103718.64073999
50;-850775.470439;-1011714.57424999
51;-459851.765957;-1108041.88314999
52;-648284.443942;-1061580.35355
53;-842536.237654;-1002126.59576
54;-833388.966791999;-1107202.98258
55;-820289.643294999;-1129398.42081
56;-808253.631996999;-1073419.66149
57;-864728.658779;-1016027.98999
58;-859131.954446;-1007378.1589
59;-874062.854925999;-1055944.84676999
60;-724003.360951;-978870.352050999
61;-723073.350102999;-971325.641219999
62;-748571.157111;-963782.710711
63;-720751.332716;-948795.871175999
64;-718218.701943999;-954124.811617
65;-808269.818840999;-991091.321604999
66;-805826.722792;-986856.748560999
67;-818298.577458;-998784.13824
68;-824593.805220999;-996547.348118999
69;-680999.040110999;-979283.323210999
70;-688412.034859;-974270.77477
71;-756402.442452999;-990421.015561999
72;-750110.072995;-1004530.82840999
73;-782394.719928;-1006875.25141999
74;-801485.660462999;-1008614.241
75;-792955.583786;-987886.098803999
76;-793340.82837;-979601.277284999
77;-775973.138053999;-976131.604194
78;-782388.309247;-984689.925827
79;-772034.938819;-969929.573781999
80;-667214.558744;-1107726.87164
81;-640266.654099;-1042626.87364
82;-646748.088895999;-1070452.06227999
83;-670182.51673;-1014019.65925999
84;-613946.178747999;-1022734.53633
85;-633002.226331999;-1028048.06559
86;-609604.780373999;-1050839.80435999
87;-683482.204259;-994576.946485999
88;-601073.959912999;-1096866.24011999
89;-610772.244402999;-1084250.04737999
90;-590542.783129999;-1099575.09923
91;-629849.325653;-1003100.17371999
92;-639435.905241;-1017559.90763999
93;-651559.838623999;-993036.92527
94;-601600.831472999;-1073973.86908999
95;-600649.55645;-1080558.78447999
96;-589570.895706;-1080905.66390999
97;-622196.493969999;-1074320.77829
98;-592625.001912;-1142561.43033999
99;-590146.682634999;-1127927.66289
100;-599411.949672;-1159315.15602
101;-601927.059552;-1148773.44892
102;-583869.224386999;-1211971.04104
103;-520820.233367;-1164917.94681999
104;-530640.738414;-1165959.58825
105;-565090.427683999;-1200356.65534999
106;-562775.944416;-1182002.844
107;-544518.131613999;-1193665.69452999
108;-669608.789498999;-1128943.08336999
109;-539756.035645999;-1156354.90051
110;-526156.597019999;-1152241.06562
111;-558469.606374999;-1134781.18864
112;-651022.762171;-1151437.45550999
113;-535496.307305;-1182088.00928999
114;-523781.733540999;-1186942.77506999
115;-571271.738546999;-1152190.49515
116;-643169.786660999;-1194373.38217
117;-641482.892069;-1114236.16474999
118;-632063.597396999;-1114834.56526
119;-639515.068796999;-1136587.83003
120;-527134.111284999;-1080481.77694
121;-511103.176366999;-1069478.73928999
122;-467563.720695;-1120062.45766999
123;-446262.485077999;-1124033.34455
124;-452671.274327;-1102414.01537999
125;-450065.628140999;-1114366.37697999
126;-464938.646890999;-1094305.15213999
127;-459964.047956;-1100595.53661
128;-492495.924813;-1128455.30654
129;-478383.820043999;-1134231.24065
130;-481128.026919999;-1126685.88357999
