0;-755887.874245999;-1052451.62156
1;-738645.585862;-1055018.31484999
2;-723602.448775;-1060284.45488999
3;-725621.667123;-1067987.87283
4;-760306.599534;-1047297.73592
5;-758498.598601;-1048888.04539
6;-757784.636719999;-1046817.60904999
7;-756997.746891999;-1050508.01741
8;-760725.580366999;-1042001.80316999
9;-762250.129611999;-1044409.92391
10;-760461.630506;-1045587.75188999
11;-717602.100796999;-1061933.50710999
12;-715876.599048999;-1059658.29309
13;-712981.264121999;-1057098.68583
14;-716186.174029999;-1056255.54584
15;-711732.523748;-1061734.88699
16;-709541.656864;-1060417.93158
17;-715523.552404999;-1067048.33351
18;-711803.891946;-1068201.10119999
19;-718751.232536999;-1058293.39407999
20;-722670.377739;-1054906.68703999
21;-732454.709300999;-1054025.16534999
22;-733182.919916999;-1056264.37889999
23;-722949.532163999;-1065212.69834999
24;-721532.628680999;-1068535.45671999
25;-733808.36829;-1065394.48169
26;-736281.040886;-1064169.33637999
27;-733236.762820999;-1061276.10593999
28;-727138.081676;-1063210.66356
29;-720055.809736;-1058332.89480999
30;-724868.217691999;-1065199.02184999
31;-723945.798201999;-1062445.29524999
32;-720999.428245999;-1056485.33634999
33;-720343.376638;-1065884.59777
34;-731040.631087;-1062265.01224
35;-734773.615535999;-1059964.78613999
36;-727550.735785;-1056265.93769
37;-724250.817488;-1067361.31459999
38;-724582.833979999;-1051178.7516
39;-728592.202340999;-1060275.34654
40;-721502.679533999;-1060946.70849
41;-735827.380638999;-1062332.41208999
42;-727269.807957999;-1058341.65185
43;-721758.842499;-1059004.43958
44;-724415.804385;-1058320.63782
45;-729869.469032;-1065201.82636999
46;-725952.795078;-1059923.18482
47;-719764.769140999;-1062916.37832999
48;-752851.524299;-1069710.57102999
49;-753909.574908999;-1061136.80367999
50;-752141.809157;-1056598.86501999
51;-754093.393627;-1034122.31741
52;-753269.429033;-1066623.50833999
53;-748493.229618999;-1064374.71683
54;-756619.964599999;-1038657.19154999
55;-755328.426119999;-1049578.78804
56;-755535.387602;-1059843.54575999
57;-743833.624588;-1057203.86911999
58;-750165.475435;-1030001.51674999
59;-748080.499062999;-1037654.68629999
60;-755492.911231999;-1042096.81200999
61;-746021.692145999;-1067518.27441
62;-750095.293225;-1065810.43816999
63;-754041.161864;-1052740.74615
64;-755230.784743;-1045762.44484
65;-757738.078712;-1043914.48745999
66;-758357.614205999;-1041097.59037999
67;-736645.90986;-1056874.24794999
68;-741155.824756999;-1065456.54766999
69;-750675.405145999;-1059706.0119
70;-754855.663065999;-1047705.89072999
71;-740524.934505;-1068609.89776
72;-754083.273812;-1038018.84765999
73;-751375.330242999;-1053392.27781
74;-757554.849817999;-1059292.93466
75;-745851.479801999;-1030649.83504
76;-741108.423475999;-1060973.91253999
77;-752840.704589999;-1063945.52282
78;-747962.950202999;-1062601.59043
79;-744493.805371999;-1058759.37716999
80;-743904.511795999;-1062487.62063
81;-752523.74548;-1050350.10407999
82;-744395.431577999;-1065023.6646
83;-738470.45932;-1065621.96836
84;-734919.657864999;-1054073.84349
85;-738272.208059999;-1060283.62138999
86;-744501.421894;-1034641.68316
87;-759086.726374999;-1061478.6806
88;-755216.138461;-1062659.50419
89;-748832.307936;-1072003.45625999
90;-749076.847512;-1035809.77419
91;-754847.479419999;-1036377.81253999
92;-747434.198550999;-1069426.59138
93;-753745.260127;-1054484.08850999
94;-751985.290837;-1036728.59441
95;-747904.331441999;-1030511.47736
96;-746545.430364;-1035306.88835999
97;-749470.622430999;-1034065.58340999
98;-754839.944073999;-1056623.27639
99;-748014.195641;-1060131.38537
100;-753126.969723999;-1059173.5519
101;-753979.350198999;-1050101.48276
102;-740444.349185999;-1057229.54404999
103;-745645.042623999;-1060064.92518
104;-749827.893374999;-1074717.92828999
105;-757603.56186;-1065366.92388999
106;-714306.181923;-1062287.46956999
107;-712236.522301999;-1060162.24075
108;-712305.387688999;-1064340.14406
109;-724259.553404;-1053445.05350999
110;-720933.832602999;-1053701.39571999
111;-731320.792662;-1055507.42087
112;-733791.183885999;-1058106.87834
113;-725892.363091;-1052009.23597
114;-752628.618622999;-1069069.92763999
115;-750785.479981999;-1062930.79746
116;-761566.593298999;-1067068.96907
117;-755327.643458;-1068290.13397
118;-756297.357729;-1055052.43283999
119;-751569.589686;-1033847.15280999
120;-753252.468009999;-1033003.30951
121;-751488.722074;-1031792.62071
122;-747564.337688999;-1033488.35852999
123;-718712.098055999;-1055849.50603999
124;-714281.886314;-1064666.07998999
125;-731752.399821999;-1057594.73641999
126;-749454.286878;-1061516.90712999
127;-732018.941384;-1059608.66693999
128;-722932.378462;-1057165.62617
129;-756181.689639999;-1057599.03004
130;-746382.756336;-1062447.24026999
